0.000000000000000000e+00,4.076854312195397900e-02,5.931553642023693756e-02,8.751742442526923293e-02,6.989653200653149490e-02,3.537755147956366669e-02,7.464087023345002472e-03,4.776899648664310882e-02,4.568898926678956716e-03,2.893603348884788568e-02,4.042285704430250565e-02,8.863212016807633686e-16,9.999999999999998890e-01,7.661801181629490642e-01,4.351709195092868243e-01,9.535509557852482887e-01,3.357094417658857410e-01,4.918870032046391283e-01,3.397747489573791912e-01,2.383214040011001345e-01,1.069384348349117636e-01,8.866888927114691121e-02
0.000000000000000000e+00,2.612464784180569932e+00,5.807696460377776759e+00,1.934348492549428089e+00,4.238350167677808145e+00,1.840153057521156876e+00,6.064844067198137623e+00,6.779728241537506861e+00,3.993476619261621341e+00,2.939907214352928833e+01,2.190677825827090075e+01,1.256996303047678979e-14,1.000000000000000000e+00,6.442702389096870430e-01,1.176055923766540445e+00,1.218118845520866245e+00,1.456694398445816496e+00,3.199542916347814181e+00,1.201752527673306981e+00,3.819716495894379005e+00,7.727859330301308782e-01,4.510442232939532836e+00
0.000000000000000000e+00,6.293698733777702836e-02,6.039058642978880481e-02,1.009668853225001994e-01,5.196462579583749353e-02,2.950579361558083522e-02,1.150966998664937867e-02,3.590983164494729318e-02,1.884732811564415744e-02,4.709467634219124260e-02,2.370327097354042040e-02,1.975365093582599659e-15,1.000000000000000000e+00,7.593913613273590713e-01,4.309718571672069287e-01,9.537951354535131321e-01,4.596273385216538832e-01,5.170013788734062476e-01,3.720437664251485255e-01,2.195551275697025517e-01,1.347070767597004504e-01,5.099189871896462473e-02
0.000000000000000000e+00,7.600619879716499772e-02,6.008290057434147874e-02,9.895887494888150338e-02,3.377614147795385963e-02,4.097356118045950707e-02,7.676753422390501617e-03,3.337142564372978792e-02,3.346449636730236543e-02,3.521361563791670923e-02,2.838435076681444791e-02,3.050826204064988224e-15,9.999999999999998890e-01,7.314809791623025914e-01,3.722086266165326451e-01,9.059835763961572308e-01,4.977568225641203492e-01,5.311032196791136695e-01,3.657128077771215624e-01,1.834495388375677882e-01,1.285748551566725240e-01,3.508390509789556522e-02
0.000000000000000000e+00,1.108850332167693603e-01,5.217148348525577073e-02,9.223186883255869717e-02,1.157941382094091962e-02,4.063280766261055665e-02,2.224047851926384822e-02,1.927023722673876921e-02,5.705362665186505117e-02,2.023834816324664512e-02,1.968150569058466082e-02,1.222346444429923831e-15,1.000000000000000000e+00,6.829435921872603066e-01,3.400168704942151399e-01,9.723812662421803532e-01,7.487338304123938304e-01,5.622002699413605198e-01,4.418416146773888609e-01,1.217207580445039683e-01,1.202361754196467625e-01,3.300360458088989757e-02
0.000000000000000000e+00,9.155831747558033917e-02,5.940859292320906093e-02,9.895761165138304560e-02,2.189470249731559001e-02,4.017154017041177361e-02,5.816260033068882881e-03,2.694935285476191683e-02,4.282199688974090701e-02,3.811370250383647879e-02,2.656728638515886212e-02,3.792526019461395795e-15,1.000000000000000000e+00,7.449087519242721944e-01,3.844182201790912190e-01,9.272691372320517322e-01,5.788868744620445650e-01,5.726973225683907875e-01,3.905295512151850112e-01,1.773936489024843244e-01,1.344231268706611304e-01,3.173171369158017674e-02
0.000000000000000000e+00,1.110289253149117777e-01,6.143652027976655855e-02,3.836542371893287423e-02,6.884577794319603206e-02,2.925975899652952239e-02,2.210483947976385130e-02,4.726444721529574761e-02,5.623506082148270468e-02,2.330966437759764143e-02,1.010330707423430507e-02,4.113582185556319383e-15,1.000000000000000000e+00,6.661721603384522794e-01,3.459683202433416205e-01,8.721580222019511552e-01,1.134450118611632474e+00,6.208766994744521206e-01,4.510037373727944221e-01,8.172852002221965562e-02,1.477246909562563992e-01,1.048335174822132704e-01
0.000000000000000000e+00,1.151461491005658366e-01,8.070141138280736981e-02,7.795512120377041942e-02,4.070515575472347103e-02,2.840093929800132852e-02,8.409817142661566575e-03,4.305796857118655840e-02,6.125946787315492831e-02,2.556458918897915045e-02,2.160556962622492069e-02,2.105646634051828658e-15,1.000000000000000000e+00,6.037860950725280063e-01,3.560612159052088943e-01,1.016745460576626625e+00,9.035139156066424038e-01,5.776933331249123338e-01,5.089962423651280821e-01,5.271048214046027830e-02,1.342786516604767832e-01,8.262247723578881875e-02
0.000000000000000000e+00,9.719888633869512573e-02,4.763320551261909785e-02,6.854990949974904338e-03,8.367105701185317823e-02,6.228935870699990086e-03,4.323027725844677538e-02,6.522007169781192382e-02,3.557521962936593951e-02,4.762225354052486426e-02,1.077855224324847719e-02,3.845325882084293239e-15,1.000000000000000000e+00,6.371738531477816325e-01,3.486481250773336704e-01,7.812602106732098317e-01,1.360540697895730622e+00,6.093101946491498166e-01,4.165577404614246304e-01,1.545175839795302208e-01,1.385286510215398281e-01,1.543431565192366905e-01
0.000000000000000000e+00,9.974338247650021971e-02,5.815857123988084354e-02,3.944498409593768899e-03,8.179377734463623428e-02,1.534084573851697726e-02,3.021030935736638418e-02,6.774904484630780988e-02,4.167458953607379446e-02,4.624486506281029474e-02,1.568898062001143276e-02,2.359814508140661904e-15,1.000000000000000000e+00,6.325325220563265960e-01,3.623526110691265290e-01,8.283718585582945382e-01,1.305967063551092044e+00,6.108560835308339820e-01,4.399413098181811921e-01,1.415711708605898733e-01,1.440066392500096160e-01,1.417790359396960687e-01
